"Leto","Poročilo","Odlagališče","deposited_waste_code","Naziv odloženih odpadkov","Odloženi odpadki glede na občino izvora (kg)","Šifra občine 1","Naziv občine"
2023,"ODP-obdelava","GLOBOKO","20 03 07","Kosovni odpadki",400,7,"BRDA"
2023,"ODP-obdelava","GLOBOKO","20 03 07","Kosovni odpadki",345,44,"KANAL"
2023,"ODP-obdelava","GLOBOKO","20 03 07","Kosovni odpadki",295,75,"MIREN-KOSTANJEVICA"
2023,"ODP-obdelava","GLOBOKO","20 03 07","Kosovni odpadki",3764,84,"NOVA GORICA"
2023,"ODP-obdelava","GLOBOKO","20 03 07","Kosovni odpadki",20025,130,"TREBNJE"
2023,"ODP-obdelava","GLOBOKO","20 03 07","Kosovni odpadki",3817,199,"MOKRONOG-TREBELNO"
2023,"ODP-obdelava","GLOBOKO","20 03 07","Kosovni odpadki",176,201,"RENČE-VOGRSKO"
2023,"ODP-obdelava","GLOBOKO","20 03 07","Kosovni odpadki",3163,211,"ŠENTRUPERT"
2023,"ODP-obdelava","GLOBOKO","20 03 07","Kosovni odpadki",3115,212,"MIRNA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",120890,1,"AJDOVŠČINA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",46251,3,"BLED"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",135980,4,"BOHINJ"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",1440,8,"BREZOVICA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",1200052,9,"BREŽICE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",1640,11,"CELJE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",734460,13,"CERKNICA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",1560,14,"CERKNO"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",83944,17,"ČRNOMELJ"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",153,25,"DRAVOGRAD"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",2533,29,"GORNJA RADGONA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",4800,32,"GROSUPLJE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",360,34,"HRASTNIK"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",477210,38,"ILIRSKA BISTRICA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",247080,41,"JESENICE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",755000,43,"KAMNIK"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",581300,48,"KOČEVJE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",588465,50,"KOPER"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",304,52,"KRANJ"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",448187,58,"LENART"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",279721,60,"LITIJA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",24378,61,"LJUBLJANA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",83,63,"LJUTOMER"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",800,64,"LOGATEC"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",2358,70,"MARIBOR"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",34115,73,"METLIKA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",148,80,"MURSKA SOBOTA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",1722286,84,"NOVA GORICA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",98162,85,"NOVO MESTO"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",5320,88,"OSILNICA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",2243273,96,"PTUJ"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",3264,100,"RADENCI"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",423130,102,"RADOVLJICA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",35,108,"RUŠE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",26730,109,"SEMIČ"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",49570,110,"SEVNICA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",124660,111,"SEŽANA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",133,116,"SVETI JURIJ OB ŠČAVNICI"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",21858,118,"ŠENTILJ"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",29741,119,"ŠENTJERNEJ"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",8888,121,"ŠKOCJAN"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",186668,122,"ŠKOFJA LOKA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",262770,128,"TOLMIN"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",4920,129,"TRBOVLJE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",12520,130,"TREBNJE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",120,133,"VELENJE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",2753,137,"VITANJE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",1180,140,"VRHNIKA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",14672,144,"ZREČE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",100200,146,"ŽELEZNIKI"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",1372,148,"BENEDIKT"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",78660,150,"BLOKE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",446,153,"CERKVENJAK"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",8644,157,"DOLENJSKE TOPLICE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",14327,160,"HOČE-SLIVNICA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",499,170,"MIRNA PEČ"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",1100,173,"POLZELA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",10,174,"PREBOLD"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",1249,181,"SVETA ANA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",77660,183,"ŠEMPETER-VRTOJBA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",11862,193,"ŽUŽEMBERK"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",142,195,"APAČE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",4655,203,"STRAŽA"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",1126,204,"SVETA TROJICA V SLOVENSKIH GORICAH"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",611,206,"ŠMARJEŠKE TOPLICE"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",120,208,"LOG-DRAGOMER"
2023,"ODP-obdelava","LESKOVEC - novo","20 03 07","Kosovni odpadki",1212,210,"SVETI JURIJ V SLOVENSKIH GORICAH"
2023,"ODP-obdelava","MALA MEŽAKLA","20 03 07","Kosovni odpadki",870118,41,"JESENICE"
2023,"ODP-obdelava","MALA MEŽAKLA","20 03 07","Kosovni odpadki",261460,53,"KRANJSKA GORA"
2023,"ODP-obdelava","MALA MEŽAKLA","20 03 07","Kosovni odpadki",49020,94,"POSTOJNA"
2023,"ODP-obdelava","MALA MEŽAKLA","20 03 07","Kosovni odpadki",151200,102,"RADOVLJICA"
2023,"ODP-obdelava","MALA MEŽAKLA","20 03 07","Kosovni odpadki",670120,164,"KOMENDA"
2023,"ODP-obdelava","MALA MEŽAKLA","20 03 07","Kosovni odpadki",264620,192,"ŽIROVNICA"
2023,"ODP-obdelava","MALA MEŽAKLA","20 03 07","Kosovni odpadki",37610,207,"GORJE"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",24316,2,"BELTINCI"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",7661,10,"TIŠINA"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",9286,15,"ČRENŠOVCI"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",17936,29,"GORNJA RADGONA"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",3921,31,"GORNJI PETROVCI"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",2936,33,"ŠALOVCI"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",1271,47,"KOBILJE"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",2788,56,"KUZMA"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",17798,58,"LENART"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",14874,59,"LENDAVA"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",37633,63,"LJUTOMER"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",12164,78,"MORAVSKE TOPLICE"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",52880,80,"MURSKA SOBOTA"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",3505,86,"ODRANCI"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",26906,87,"ORMOŽ"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",13094,97,"PUCONCI"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",13011,100,"RADENCI"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",7868,105,"ROGAŠOVCI"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",6201,116,"SVETI JURIJ OB ŠČAVNICI"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",6850,132,"TURNIŠČE"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",1799,148,"BENEDIKT"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",4667,152,"CANKOVA"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",2863,153,"CERKVENJAK"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",2813,156,"DOBROVNIK"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",5008,158,"GRAD"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",536,161,"HODOŠ"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",12506,166,"KRIŽEVCI"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",4915,176,"RAZKRIŽJE"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",2464,181,"SVETA ANA"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",2797,187,"VELIKA POLANA"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",6154,188,"VERŽEJ"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",22383,195,"APAČE"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",5383,202,"SREDIŠČE OB DRAVI"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",4531,204,"SVETA TROJICA V SLOVENSKIH GORICAH"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",3612,205,"SVETI TOMAŽ"
2023,"ODP-obdelava","PUCONCI - novo","20 03 07","Kosovni odpadki",1390,210,"SVETI JURIJ V SLOVENSKIH GORICAH"
